product_id,category,fabric,color
2003,trapeze dress,crepe,brown
1988,short coat,faux leather,yellow
1967,solid color top,lurex,green
1958,patterned top,tulle,violet
1978,printed shirt,matte jersey,black
2010,culottes,scuba crepe,black
1979,culottes,jacquard,black
2002,doll dress,matte jersey,brown
1990,long sleeve,cotton,violet
1977,culottes,polyviscous,yellow
1999,solid color top,lurex,blue
1969,culottes,jacquard,black
1993,long sleeve,cotton,yellow
1983,long sleeve,georgette,black
1965,long sleeve,nice,violet
1127,sleeveless,lace,black
1984,short coat,faux leather,black
2004,solid color top,lurex,white
1991,short sleeves,georgette,brown
1996,short coat,faux leather,black
2005,long sleeve,crepe,brown
1974,patterned top,tulle,violet
1961,culottes,dark jeans,blue
1975,patterned top,tulle,brown
1976,culottes,bengaline,black
2000,long sleeve,scuba crepe,black
1994,solid color top,lurex,grey
2006,culottes,light jeans,blue
2035,drop sleeve,embossed,brown
2030,maxi,georgette,black
2001,culottes,dark jeans,blue
2007,long sleeve,silky satin,blue
2020,culottes,cotton,black
1997,short sleeves,georgette,black
2026,long sleeve,cady,black
2019,drop sleeve,embossed,black
2033,doll dress,georgette,red
2016,doll dress,georgette,black
1634,sleeveless,mohair,black
2038,long dress,georgette,black
2036,solid color top,lurex,grey
1995,long sleeve,cotton,yellow
2032,culottes,cady,black
2014,long sleeve,dark jeans,blue
2015,long sleeve,marocain,brown
2022,culottes,cotton,brown
2021,doll dress,embossed,black
2012,solid color top,lurex,grey
2027,solid color top,acrylic,black
2018,trapeze dress,polyviscous,black
1968,solid color top,acrylic,black
1957,short coat,faux leather,brown
2008,culottes,dark jeans,blue
1935,long sleeve,georgette,black
2011,doll dress,scuba crepe,yellow
2009,sleeveless,georgette,black
2034,drop sleeve,embossed,white
2013,doll dress,silky satin,grey
1109,doll dress,lace,black
2023,short coat,faux leather,black
2024,sleeveless,georgette,white
2045,sleeveless,georgette,black
2040,culottes,light jeans,blue
2051,doll dress,scuba crepe,brown
2067,solid color top,lurex,violet
2046,culottes,cotton,blue
2057,culottes,technical,black
2056,culottes,technical,violet
2029,sleeveless,georgette,red
2064,printed shirt,matte jersey,white
1989,patterned top,tulle,black
2028,culottes,cotton,green
2063,printed shirt,matte jersey,black
2058,sleeveless,silky satin,brown
2069,medium coat,silky satin,violet
2093,solid color top,matte jersey,violet
2074,patterned top,tulle,black
2048,long sleeve,silky satin,violet
2043,culottes,technical,blue
2072,solid color top,lurex,green
1065,solid color top,matte jersey,blue
2042,culottes,technical,black
2054,printed shirt,matte jersey,black
2044,short coat,faux leather,black
1913,printed shirt,matte jersey,white
2081,short coat,faux leather,red
2062,long sleeve,georgette,white
2075,short coat,faux leather,brown
2086,culottes,polyviscous,black
2017,long sleeve,embossed,black
2085,solid color top,lurex,white
1987,printed shirt,matte jersey,white
2068,short coat,faux leather,black
2070,short coat,faux leather,brown
2047,solid color top,frise,grey
2091,long sleeve,light jeans,blue
2049,culottes,technical,black
2087,long sleeve,georgette,white
2059,shirt dress,silky satin,black
2083,doll dress,tulle,black
2071,solid color top,lurex,violet
2060,sleeveless,faux leather,black
2065,culottes,scuba crepe,black
2025,drop sleeve,embossed,white
2080,solid color top,lurex,green
2077,short coat,faux leather,black
2078,solid color top,lurex,grey
2039,long sleeve,light jeans,blue
2061,short coat,faux leather,black
2089,kimono dress,georgette,grey
2053,solid color top,lurex,white
2117,long sleeve,frise,violet
2100,culottes,cotton,black
2124,culottes,crepe,black
2099,doll dress,georgette,black
2101,long sleeve,cotton,white
2052,long sleeve,technical,black
2097,doll dress,georgette,green
2110,culottes,dark jeans,blue
2102,culottes,polyviscous,black
2115,doll dress,georgette,black
2090,patterned top,tulle,green
2109,culottes,light jeans,blue
2118,culottes,light jeans,blue
2084,sleeveless,embossed,black
2092,sleeveless,embossed,green
2066,sleeveless,embossed,black
1992,patterned top,tulle,black
2031,doll dress,embossed,black
2121,printed shirt,matte jersey,violet
2123,short sleeves,silky satin,violet
2111,doll dress,georgette,red
2146,culottes,crepe,black
2141,doll dress,silky satin,black
2073,solid color top,matte jersey,black
2133,culottes,cotton,blue
2112,culottes,cotton,green
2103,short sleeves,silky satin,white
2119,sleeveless,faux leather,violet
2132,patterned top,matte jersey,white
2131,patterned top,matte jersey,grey
2107,printed shirt,matte jersey,green
2138,doll dress,silky satin,black
2137,doll dress,georgette,blue
2147,doll dress,georgette,violet
2120,short coat,faux leather,black
2126,short coat,faux leather,red
2116,long sleeve,cotton,blue
2139,sleeveless,georgette,white
2143,long sleeve,georgette,white
2136,doll dress,technical,brown
2140,long sleeve,technical,black
2082,kimono dress,embossed,violet
2135,short coat,faux leather,black
2098,short coat,faux leather,violet
2130,printed shirt,matte jersey,grey
2104,solid color top,matte jersey,black
2106,solid color top,matte jersey,blue
2105,solid color top,matte jersey,blue
2122,solid color top,matte jersey,black
2108,solid color top,matte jersey,violet
2159,solid color top,lurex,violet
2162,culottes,light jeans,blue
2145,culottes,technical,black
2149,medium coat,ottoman,black
2144,long sleeve,jacquard,black
2142,long sleeve,georgette,black
2088,solid color top,matte jersey,blue
2148,long sleeve,georgette,white
2160,sleeveless,lace,black
2152,doll dress,lace,black
2079,solid color top,matte jersey,blue
2050,solid color top,matte jersey,black
2166,sleeveless,faux leather,black
2161,long dress,embossed,black
2168,short sleeves,georgette,violet
2174,long coat,cotton,brown
2194,culottes,technical,black
2178,culottes,silky satin,white
2175,drop sleeve,silky satin,white
2184,jumpsuit,silky satin,white
2179,trapeze dress,georgette,black
2205,long sleeve,frise,violet
2185,trapeze dress,georgette,violet
2209,long sleeve,frise,blue
2164,culottes,dark jeans,blue
2190,trapeze dress,georgette,black
2183,long coat,cotton,black
2155,short sleeves,georgette,white
2177,solid color top,tulle,black
2169,culottes,light jeans,blue
2127,culottes,light jeans,blue
2210,long sleeve,cotton,black
2172,sleeveless,silky satin,black
2176,culottes,light jeans,blue
2189,long sleeve,frise,blue
2188,long sleeve,frise,brown
2181,culottes,light jeans,blue
2187,doll dress,matte jersey,brown
2196,long sleeve,cotton,blue
2199,long sleeve,cotton,black
2191,long sleeve,faux leather,black
2207,jumpsuit,matte jersey,black
2153,long sleeve,georgette,white
2216,sleeveless,matte jersey,black
2154,shirt dress,embossed,black
2157,short coat,cotton,black
2170,culottes,cotton,black
2163,sleeveless,georgette,grey
2173,culottes,dark jeans,blue
2094,long sleeve,embossed,brown
2193,solid color top,tulle,black
2198,patterned top,tulle,white
2201,long sleeve,frise,green
2134,culottes,technical,blue
2150,trapeze dress,polyviscous,violet
2151,trapeze dress,polyviscous,black
2156,culottes,polyviscous,black
2167,culottes,polyviscous,blue
2203,patterned top,tulle,white
2223,sleeveless,tulle,black
2195,sleeveless,georgette,violet
2208,patterned top,tulle,white
2192,kimono dress,frise,blue
2241,culottes,fluid,blue
2219,culottes,technical,brown
2186,long sleeve,cotton,blue
2217,patterned top,tulle,white
2228,culottes,cotton,violet
2244,culottes,cotton,green
2236,culottes,polyviscous,blue
2231,solid color top,devore,red
2225,solid color top,devore,black
2242,long sleeve,georgette,violet
2114,long sleeve,cotton,white
2171,sleeveless,georgette,violet
2212,long sleeve,georgette,white
2238,solid color top,frise,brown
2206,sleeveless,georgette,black
2233,doll dress,georgette,brown
2227,solid color top,devore,black
2237,sleeveless,georgette,brown
2211,long sleeve,georgette,white
2230,jumpsuit,fluid,black
2215,patterned top,tulle,black
2202,patterned top,tulle,white
2200,doll dress,matte jersey,black
2222,solid color top,tulle,red
2226,culottes,cotton,brown
2229,culottes,cotton,blue
2220,patterned top,tulle,white
2197,miniskirt,technical,black
2243,culottes,cotton,black
2221,short sleeves,georgette,black
2218,shirt dress,silky satin,white
2182,trapeze dress,silky satin,black
2250,doll dress,matte jersey,brown
2263,doll dress,tulle,grey
2278,kimono dress,frise,violet
2248,kimono dress,frise,brown
2283,culottes,technical,black
2260,culottes,polyviscous,white
2295,solid color top,georgette,brown
2274,sleeveless,georgette,violet
2251,sleeveless,georgette,blue
2269,patterned top,tulle,violet
2287,long sleeve,cotton,black
2280,long sleeve,cotton,black
2275,sheath dress,matte jersey,grey
2292,long sleeve,faux leather,red
2253,trapeze dress,silky satin,blue
2257,solid color top,devore,red
2289,culottes,fluid,black
2113,culottes,light jeans,blue
2234,solid color top,matte jersey,black
2299,solid color top,devore,blue
2284,solid color top,devore,violet
2276,drop sleeve,polyviscous,blue
2256,medium cardigan,frise,violet
2095,culottes,light jeans,blue
2273,trapeze dress,georgette,black
2297,doll dress,crepe,black
2258,medium coat,jacquard,yellow
2290,solid color top,lace,violet
2204,kimono dress,frise,white
2272,doll dress,scuba crepe,black
2265,kimono dress,frise,brown
2249,maxi,georgette,blue
2298,short sleeves,georgette,yellow
2277,doll dress,georgette,white
2270,doll dress,tulle,violet
2180,short sleeves,georgette,violet
2271,solid color top,devore,blue
2259,medium coat,silky satin,black
2255,sleeveless,silky satin,black
2294,culottes,jacquard,black
2252,doll dress,georgette,blue
2286,solid color top,lace,white
2264,drop sleeve,georgette,white
2279,medium coat,jacquard,grey
2268,kimono dress,frise,violet
2266,kimono dress,frise,blue
2267,culottes,jacquard,blue
2305,long sleeve,embossed,white
2282,long sleeve,cotton,blue
2303,long sleeve,georgette,white
2285,sleeveless,georgette,white
2291,sleeveless,georgette,white
2302,short sleeves,georgette,red
2304,culottes,dark jeans,blue
2300,solid color top,lace,blue
2296,solid color top,devore,violet
2262,culottes,technical,blue
2213,sleeveless,georgette,black
2311,culottes,bengaline,yellow
2246,long sleeve,polyviscous,white
2306,patterned top,tulle,white
2293,culottes,jacquard,brown
2313,long sleeve,georgette,yellow
2309,drop sleeve,bengaline,violet
2312,sleeveless,georgette,white
2320,solid color top,frise,black
2319,short sleeves,georgette,black
2332,doll dress,matte jersey,green
2317,long sleeve,technical,red
2337,culottes,dark jeans,blue
2318,sleeveless,matte jersey,brown
2331,doll dress,matte jersey,black
2308,long sleeve,cotton,white
2322,short sleeves,georgette,white
2310,drop sleeve,georgette,white
2315,sleeveless,georgette,red
2324,trapeze dress,georgette,black
2325,doll dress,scuba crepe,brown
2333,short sleeves,georgette,violet
2326,sleeveless,georgette,green
2329,sleeveless,georgette,black
2330,sleeveless,silky satin,black
2327,culottes,technical,red
2239,sleeveless,polyviscous,white
2321,shirt dress,silky satin,black
2314,medium coat,polyviscous,violet
2355,long dress,tulle,green
2338,kimono dress,frise,brown
2345,kimono dress,frise,violet
2342,sleeveless,georgette,blue
2354,doll dress,georgette,blue
2378,solid color top,frise,green
2339,sleeveless,georgette,violet
2334,doll dress,georgette,violet
2347,culottes,cotton,grey
2364,short sleeves,cotton,blue
2335,short sleeves,georgette,white
2367,short sleeves,silky satin,yellow
2341,trapeze dress,silky satin,black
2348,short sleeves,georgette,black
2353,solid color top,frise,green
2372,solid color top,frise,white
2360,patterned top,frise,brown
2336,doll dress,georgette,green
2368,doll dress,tulle,green
2371,solid color top,frise,white
2380,patterned top,frise,grey
2373,short sleeves,tulle,green
2374,sleeveless,lace,red
2328,long sleeve,silky satin,brown
2383,sheath dress,jacquard,black
2365,long dress,tulle,black
2379,sleeveless,georgette,violet
2352,solid color top,frise,violet
2381,solid color top,frise,blue
2359,doll dress,georgette,green
2340,kimono dress,frise,blue
2363,short sleeves,cotton,white
2356,short sleeves,cotton,red
2346,culottes,cotton,grey
2357,short sleeves,cotton,white
2369,culottes,cotton,white
2366,doll dress,georgette,violet
2361,culottes,cotton,brown
2376,culottes,technical,violet
2358,long sleeve,satin cotton,brown
2362,long sleeve,polyviscous,violet
2375,culottes,embossed,blue
2343,culottes,light jeans,blue
2316,drop sleeve,satin cotton,black
2349,culottes,cotton,white
2323,miniskirt,polyviscous,blue
2344,long sleeve,embossed,violet
2370,culottes,satin cotton,violet
2307,culottes,cotton,green
2388,long dress,tulle,blue
2384,long dress,georgette,violet
2389,drop sleeve,georgette,violet
2398,gitana skirt,georgette,black
2386,long dress,tulle,violet
2390,long dress,tulle,violet
2382,drop sleeve,jacquard,yellow
2385,culottes,satin cotton,black
2424,doll dress,georgette,white
2396,doll dress,georgette,black
2401,culottes,silky satin,white
2406,sleeveless,georgette,violet
2421,short sleeves,georgette,violet
2410,long sleeve,georgette,black
2391,culottes,cotton,black
2402,capris,bengaline,black
2403,doll dress,georgette,black
2420,patterned top,tulle,red
2387,solid color top,frise,violet
2412,solid color top,lurex,white
2392,doll dress,lace,red
2404,solid color top,lurex,green
2409,culottes,satin cotton,brown
2416,drop sleeve,bengaline,red
2399,long sleeve,georgette,black
2405,culottes,satin cotton,blue
2407,culottes,satin cotton,white
2350,solid color top,frise,violet
2377,solid color top,frise,violet
2393,culottes,bengaline,black
2418,capris,cotton,brown
2415,capris,cotton,blue
2423,capris,cotton,black
2395,kimono dress,frise,violet
2452,patterned top,tactel,white
2449,jumpsuit,chambree,blue
2437,culottes,chambree,blue
2461,long dress,georgette,green
2427,culottes,linen,black
2448,miniskirt,bengaline,blue
2454,patterned top,tactel,white
2453,patterned top,tactel,grey
2428,culottes,linen,green
2429,culottes,linen,blue
2457,culottes,linen,grey
2468,culottes,linen,violet
2465,solid color top,frise,blue
2464,solid color top,frise,violet
2458,solid color top,frise,blue
2460,patterned top,tactel,yellow
2431,long dress,embossed,green
2430,shorts,crepe,blue
2414,patterned top,tulle,white
2462,doll dress,georgette,white
2445,doll dress,georgette,black
2425,capris,bengaline,red
2467,doll dress,tulle,white
2443,culottes,bengaline,black
2459,short sleeves,polyviscous,white
2456,culottes,dark jeans,blue
2442,culottes,bengaline,white
2469,short sleeves,cotton,black
2471,sleeveless,georgette,white
2470,sleeveless,georgette,black
2394,solid color top,lurex,white
2400,sleeveless,crepe,yellow
2397,sleeveless,crepe,black
2463,culottes,linen,green
2441,patterned top,lurex,green
2432,patterned top,lurex,white
2411,solid color top,lurex,violet
2433,maxi,georgette,green
2455,maxi,georgette,black
2422,drop sleeve,bengaline,yellow
2466,sleeveless,georgette,green
2439,short sleeves,macrame,white
2444,short sleeves,macrame,violet
2436,culottes,bengaline,blue
2426,patterned top,tulle,brown
2408,patterned top,tulle,black
2413,patterned top,tulle,red
2440,short sleeves,embossed,black
2434,long sleeve,georgette,black
2417,kimono dress,frise,brown
2261,culottes,light jeans,blue
2435,capris,cotton,white
2476,long dress,silky satin,black
2481,drop sleeve,linen,green
2490,doll dress,georgette,violet
2500,doll dress,georgette,green
2498,long dress,georgette,violet
2477,kimono dress,georgette,green
2484,short sleeves,viscose twill,white
2479,shirt dress,linen,white
2493,long dress,viscose twill,green
2492,doll dress,georgette,white
2474,culottes,technical,white
2483,shirt dress,linen,blue
2419,long sleeve,georgette,black
2499,long sleeve,georgette,black
2494,long sleeve,georgette,white
2487,sleeveless,georgette,white
2497,capris,bengaline,green
2478,short sleeves,cotton,black
2488,culottes,bengaline,green
2480,short sleeves,viscose twill,white
2485,short sleeves,viscose twill,blue
2472,solid color top,frise,violet
2475,drop sleeve,lace,white
2482,long sleeve,technical,white
2491,long dress,georgette,white
2495,drop sleeve,bengaline,green
2489,short sleeves,georgette,violet
2496,short sleeves,georgette,green
2501,short sleeves,georgette,violet
2450,sleeveless,georgette,black
2486,drop sleeve,lace,violet
2512,sleeveless,linen,white
2505,short sleeves,viscose twill,blue
2520,short sleeves,viscose twill,white
2521,gitana skirt,linen,white
2506,culottes,viscose twill,black
2516,culottes,viscose twill,green
2509,sleeveless,linen,violet
2517,sleeveless,linen,green
2510,culottes,viscose twill,blue
2504,long sleeve,muslin cotton or silk,blue
2531,long dress,georgette,white
2532,short sleeves,georgette,black
2503,long sleeve,cotton,blue
2538,solid color top,matte jersey,white
2513,solid color top,matte jersey,violet
2543,culottes,linen,blue
2529,shorts,cotton,green
2511,culottes,satin cotton,black
2525,short sleeves,viscose twill,green
2527,short sleeves,georgette,white
2502,long sleeve,viscose twill,white
2522,culottes,linen,black
2507,culottes,linen,green
2515,short sleeves,georgette,black
2526,long dress,viscose twill,blue
2214,sleeveless,georgette,white
2536,culottes,linen,blue
2519,long dress,tulle,black
2540,sleeveless,frise,green
2534,doll dress,georgette,orange
2438,kimono dress,cotton,blue
2539,sleeveless,frise,blue
2544,sleeveless,frise,brown
2473,sleeveless,georgette,black
2542,sleeveless,georgette,red
2524,culottes,bengaline,violet
2508,long dress,georgette,black
2528,sleeveless,frise,violet
2541,capris,bengaline,violet
2514,drop sleeve,bengaline,violet
2546,doll dress,georgette,white
2447,patterned top,tulle,black
2537,sleeveless,frise,white
2551,jumpsuit,embossed,black
2554,sleeveless,muslin cotton or silk,green
2570,culottes,embossed,green
2553,culottes,embossed,black
2564,long sleeve,muslin cotton or silk,white
2561,long sleeve,muslin cotton or silk,blue
2550,jumpsuit,embossed,black
2567,long sleeve,muslin cotton or silk,green
2573,jumpsuit,embossed,green
2549,short sleeves,viscose twill,blue
2547,sleeveless,georgette,orange
2523,sleeveless,georgette,black
2545,solid color top,georgette,orange
2557,sleeveless,georgette,black
2568,long sleeve,georgette,black
2555,long dress,georgette,black
2572,kimono dress,webbing,white
2552,gitana skirt,muslin cotton or silk,green
2533,solid color top,matte jersey,black
2518,shorts,cotton,black
2535,shorts,cotton,white
2530,shorts,cotton,blue
2548,short sleeves,viscose twill,grey
2563,culottes,linen,grey
2565,sleeveless,muslin cotton or silk,white
2559,culottes,linen,blue
2556,jumpsuit,georgette,black
2560,doll dress,georgette,black
2558,sleeveless,muslin cotton or silk,white
2571,sleeveless,muslin cotton or silk,blue
2574,sleeveless,muslin cotton or silk,blue
2566,sleeveless,muslin cotton or silk,violet
2596,jumpsuit,embossed,black
2586,shorts,light jeans,blue
2594,long dress,viscose twill,orange
2583,jumpsuit,embossed,black
2584,gitana skirt,viscose twill,white
2589,sleeveless,viscose twill,red
2582,gitana skirt,viscose twill,orange
2575,sleeveless,viscose twill,white
2581,short sleeves,viscose twill,white
2579,patterned top,silky satin,black
2605,solid color top,cotton,green
2569,solid color top,cotton,white
2593,patterned top,silky satin,black
2590,kimono dress,webbing,violet
2597,solid color top,cotton,blue
2578,solid color top,cotton,white
2576,sleeveless,webbing,red
2601,culottes,polyviscous,black
2598,short sleeves,viscose twill,white
2595,short sleeves,embossed,white
2591,long dress,chine crepe,blue
2577,shorts,light jeans,blue
2592,sleeveless,frise,violet
2585,culottes,viscose twill,blue
2562,short sleeves,georgette,violet
2588,culottes,embossed,black
2610,sleeveless,webbing,green
2599,culottes,linen,brown
2600,sleeveless,webbing,black
2615,shorts,light jeans,blue
2587,culottes,embossed,black
2618,culottes,georgette,black
2612,sleeveless,frise,white
2641,short sleeves,embossed,black
2639,long dress,lace,red
2602,kimono dress,webbing,black
2640,long dress,georgette,black
2625,long dress,georgette,white
2627,medium cardigan,webbing,white
2622,medium cardigan,frise,white
2606,sleeveless,chine crepe,blue
2096,printed shirt,matte jersey,white
2643,sleeveless,georgette,black
2626,long dress,georgette,black
2635,short sleeves,embossed,black
2630,short sleeves,embossed,white
2644,shorts,satin cotton,white
2623,jumpsuit,embossed,black
2611,shorts,light jeans,blue
2642,short sleeves,embossed,violet
2613,sleeveless,webbing,white
2614,maxi,muslin cotton or silk,brown
2620,jumpsuit,embossed,red
2604,long dress,viscose twill,blue
2628,jumpsuit,georgette,black
2617,maxi,muslin cotton or silk,blue
2616,sleeveless,webbing,blue
2624,maxi,georgette,green
2609,culottes,polyviscous,red
2603,long sleeve,viscose twill,red
2634,sleeveless,georgette,green
2629,sleeveless,georgette,white
2632,sleeveless,georgette,violet
2636,long sleeve,georgette,green
2638,maxi,georgette,black
2651,long dress,georgette,blue
2647,culottes,embossed,violet
2637,sleeveless,georgette,black
2674,kimono dress,muslin cotton or silk,green
2645,drop sleeve,satin cotton,white
2621,sleeveless,embossed,black
2659,sheath dress,georgette,yellow
2660,culottes,silky satin,green
2652,culottes,crepe,black
2631,culottes,satin cotton,white
2670,long dress,silky satin,yellow
2633,long sleeve,georgette,black
2656,solid color top,lurex,green
2650,gitana skirt,georgette,yellow
2653,culottes,matte jersey,violet
2662,solid color top,lurex,blue
2665,doll dress,georgette,red
2663,culottes,embossed,grey
2668,short sleeves,georgette,black
2664,short sleeves,georgette,grey
2646,short sleeves,macrame,black
2672,sleeveless,georgette,red
2619,long dress,lace,black
2669,short sleeves,georgette,green
2673,long sleeve,georgette,black
2657,culottes,embossed,black
2676,sleeveless,georgette,black
2648,short sleeves,faux leather,black
2658,long dress,embossed,black
2661,long dress,matte jersey,black
2680,long dress,georgette,violet
2666,sleeveless,georgette,yellow
2685,culottes,cady,black
2686,long dress,georgette,black
2679,sleeveless,webbing,green
2695,culottes,matte jersey,black
2694,culottes,matte jersey,black
2655,jumpsuit,cady,black
2671,kimono dress,muslin cotton or silk,white
2678,culottes,georgette,black
2683,long dress,georgette,black
2691,culottes,bengaline,black
2684,long sleeve,bengaline,black
2677,culottes,cotton,green
2654,culottes,cotton,brown
2693,long dress,georgette,white
2451,kimono dress,cotton,white
2667,solid color top,lurex,green
2682,sleeveless,georgette,black
2649,solid color top,lurex,blue
2690,sleeveless,georgette,white
2681,culottes,georgette,white
2675,short sleeves,georgette,red
2687,long sleeve,cotton,white
2710,sleeveless,frise,blue
2699,patterned top,matte jersey,grey
2706,printed shirt,matte jersey,white
2711,sleeveless,frise,brown
2702,printed shirt,matte jersey,white
2709,jumpsuit,silky satin,black
2720,culottes,bengaline,black
2717,sleeveless,frise,violet
2713,doll dress,georgette,green
2718,culottes,silky satin,green
2730,printed shirt,matte jersey,grey
2700,long dress,georgette,black
2704,long dress,embossed,black
2688,sleeveless,georgette,red
2697,short sleeves,lace,violet
2708,printed shirt,matte jersey,grey
2714,patterned top,tulle,black
2723,culottes,cotton,brown
2705,culottes,cotton,violet
2725,patterned top,tulle,violet
2727,patterned top,tulle,white
2726,patterned top,tulle,black
2703,patterned top,tulle,white
2731,patterned top,tulle,violet
2712,long dress,georgette,blue
2696,long sleeve,embossed,white
2698,long sleeve,embossed,violet
2689,solid color top,lace,violet
2766,solid color top,flamed,white
2755,culottes,light jeans,blue
2701,short sleeves,cotton,orange
2745,patterned top,tulle,white
2734,short sleeves,cotton,brown
2750,patterned top,tulle,violet
2754,solid color top,tulle,black
2707,jumpsuit,embossed,black
2736,solid color top,matte jersey,black
2721,short sleeves,cotton,brown
2735,short sleeves,faux leather,black
2733,culottes,bengaline,grey
2744,sleeveless,plisse,brown
2741,sleeveless,plisse,white
2732,gitana skirt,georgette,black
2716,short sleeves,georgette,grey
1982,solid color top,matte jersey,violet
2719,culottes,cotton,black
2715,culottes,cotton,green
2761,culottes,light jeans,blue
2739,solid color top,cotton,black
2728,sleeveless,frise,red
2756,culottes,satin cotton,black
2757,culottes,polyviscous,violet
2738,doll dress,cady,brown
2758,culottes,light jeans,blue
2765,culottes,polyviscous,brown
2743,solid color top,matte jersey,black
2722,culottes,cotton,black
2753,solid color top,matte jersey,red
2760,patterned top,tulle,red
2742,patterned top,tulle,black
2224,solid color top,tulle,yellow
2759,solid color top,tulle,yellow
2752,patterned top,tulle,green
2747,solid color top,cotton,white
2240,trapeze dress,polyviscous,black
2125,solid color top,matte jersey,violet
2129,kimono dress,acrylic,brown
2767,culottes,light jeans,blue
2749,culottes,light jeans,blue
2281,doll dress,georgette,black
2748,culottes,dark jeans,blue
2746,solid color top,flamed,red
2764,solid color top,flamed,violet
2763,solid color top,flamed,green
2762,culottes,satin cotton,white
2770,culottes,muslin cotton or silk,black
2780,jumpsuit,silky satin,orange
2788,solid color top,lurex,brown
2769,short sleeves,lace,white
2775,solid color top,matte jersey,black
2785,doll dress,georgette,black
2779,short sleeves,georgette,white
2776,culottes,bengaline,black
2782,short sleeves,georgette,black
2774,culottes,bengaline,green
2784,doll dress,embossed,black
2781,short sleeves,embossed,violet
2772,long dress,georgette,black
2778,sleeveless,muslin cotton or silk,black
2773,culottes,polyviscous,black
2777,sleeveless,georgette,black
2787,jumpsuit,technical,blue
2771,sleeveless,muslin cotton or silk,brown
2783,short sleeves,georgette,violet
2801,sheath dress,matte jersey,orange
2800,culottes,silky satin,grey
2794,sleeveless,muslin cotton or silk,blue
2806,sleeveless,muslin cotton or silk,violet
2791,culottes,viscose twill,black
2789,doll dress,muslin cotton or silk,black
1985,printed shirt,matte jersey,white
2037,long sleeve,georgette,white
2798,culottes,dark jeans,blue
2797,culottes,light jeans,blue
2820,jumpsuit,embossed,green
2803,jumpsuit,embossed,black
2810,culottes,cotton,green
2792,long sleeve,cotton,white
2814,long sleeve,silky satin,violet
2812,sleeveless,paillettes,orange
1916,short cardigan,nice,black
2786,kimono dress,acrylic,brown
2795,kimono dress,silky satin,yellow
2813,culottes,silky satin,grey
2828,long sleeve,faux leather,black
2817,culottes,matte jersey,grey
2838,sleeveless,georgette,violet
2849,culottes,cady,violet
2846,kimono dress,georgette,violet
2823,culottes,plisse,yellow
2829,solid color top,tulle,black
2826,doll dress,georgette,grey
2848,patterned top,lace,brown
2856,long dress,tulle,black
2835,trapeze dress,cady,grey
2842,solid color top,lurex,white
2834,patterned top,lace,yellow
2836,sleeveless,georgette,white
2809,culottes,dark jeans,blue
2807,trapeze dress,muslin cotton or silk,blue
2840,long sleeve,faux leather,violet
2815,long dress,silky satin,grey
2843,long dress,tulle,blue
2850,short sleeves,georgette,grey
2830,doll dress,lace,black
2351,solid color top,frise,blue
2833,sleeveless,matte jersey,black
2845,long dress,tulle,black
2844,long dress,tulle,white
2824,patterned top,matte jersey,blue
2796,sleeveless,embossed,black
2837,solid color top,embossed,black
2832,long dress,ity,black
2055,culottes,heavy jeans,blue
980,jumpsuit,cotton,green
2847,culottes,bengaline,grey
2799,doll dress,georgette,white
2793,long sleeve,dark jeans,blue
2805,long sleeve,bengaline,black
2890,kimono dress,georgette,yellow
2895,culottes,polyviscous,black
2841,culottes,bengaline,black
2872,long dress,silky satin,black
2871,long dress,silky satin,black
2879,short sleeves,georgette,white
2882,culottes,silky satin,brown
2874,short sleeves,georgette,black
2877,doll dress,georgette,black
2859,long sleeve,faux leather,black
2866,long sleeve,faux leather,yellow
2858,long sleeve,faux leather,blue
2854,maxi,embossed,brown
2884,doll dress,silky satin,black
2853,culottes,silky satin,brown
2889,culottes,crepe,grey
2851,sleeveless,embossed,white
2878,solid color top,lace,black
2862,solid color top,lace,black
2883,culottes,silky satin,black
2880,culottes,embossed,black
2867,solid color top,lace,violet
2819,gitana skirt,muslin cotton or silk,black
2881,long sleeve,georgette,black
2886,jumpsuit,silky satin,violet
2839,solid color top,lurex,violet
2876,short sleeves,georgette,white
2868,long sleeve,lace,black
2864,solid color top,lace,black
2852,kimono dress,georgette,white
2860,solid color top,lace,violet
2869,long sleeve,faux leather,black
2909,culottes,cotton,black
2911,sleeveless,lace,black
2904,culottes,technical,black
2906,culottes,technical,violet
2921,doll dress,lace,black
2907,doll dress,georgette,black
2875,long dress,silky satin,brown
2888,culottes,cotton,brown
2908,drop sleeve,silky satin,grey
2893,culottes,bengaline,black
2892,long dress,silky satin,brown
2913,culottes,technical,black
2918,solid color top,lurex,grey
2915,short sleeves,georgette,white
2922,culottes,crepe,black
2894,trapeze dress,lace,red
2920,solid color top,lurex,blue
2910,solid color top,lace,black
2905,drop sleeve,silky satin,brown
2902,doll dress,scuba crepe,black
2903,culottes,cady,black
2885,culottes,silky satin,brown
2863,solid color top,lace,brown
2927,sleeveless,lace,black
2917,solid color top,lurex,violet
2914,sleeveless,georgette,white
2870,long sleeve,faux leather,green
2945,sleeveless,tulle,violet
2949,long sleeve,faux leather,black
2950,trapeze dress,crepe,black
2929,long sleeve,faux leather,black
2958,long sleeve,faux leather,violet
2900,patterned top,lurex,violet
2946,doll dress,tulle,black
2935,culottes,cotton,red
2943,sleeveless,lace,violet
2953,culottes,cady,grey
2948,long sleeve,cady,black
2937,long sleeve,ottoman,black
2912,culottes,cotton,blue
2955,doll dress,scuba crepe,grey
